"CIUDAD";"CAMBIO DE DOMICILIO";"NACIONALIDAD";"fecha";"valor";"año";"mes"
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2014-12-01;74;2014;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2014-12-01;6;2014;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-01-01;525;2015;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-01-01;16;2015;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-01-01;831;2015;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-01-01;36;2015;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-01-01;234;2015;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-01-01;8;2015;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-01-01;400;2015;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-01-01;13;2015;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-01-01;47;2015;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-01-01;2;2015;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-01-01;66;2015;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-01-01;10;2015;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-02-01;611;2015;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-02-01;7;2015;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-02-01;570;2015;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-02-01;31;2015;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-02-01;416;2015;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-02-01;9;2015;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-02-01;348;2015;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-02-01;21;2015;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-02-01;51;2015;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-02-01;3;2015;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-02-01;86;2015;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-02-01;6;2015;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-03-01;637;2015;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-03-01;15;2015;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-03-01;557;2015;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-03-01;29;2015;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-03-01;476;2015;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-03-01;15;2015;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-03-01;414;2015;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-03-01;26;2015;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-03-01;79;2015;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-03-01;2;2015;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-03-01;87;2015;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-03-01;6;2015;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-04-01;433;2015;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-04-01;12;2015;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-04-01;591;2015;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-04-01;30;2015;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-04-01;454;2015;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-04-01;22;2015;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-04-01;523;2015;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-04-01;38;2015;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-04-01;47;2015;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-04-01;1;2015;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-04-01;82;2015;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-04-01;2;2015;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-05-01;321;2015;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-05-01;6;2015;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-05-01;598;2015;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-05-01;23;2015;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-05-01;288;2015;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-05-01;14;2015;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-05-01;468;2015;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-05-01;32;2015;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-05-01;35;2015;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-05-01;0;2015;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-05-01;61;2015;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-05-01;1;2015;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-06-01;300;2015;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-06-01;6;2015;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-06-01;475;2015;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-06-01;29;2015;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-06-01;291;2015;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-06-01;17;2015;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-06-01;416;2015;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-06-01;25;2015;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-06-01;22;2015;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-06-01;0;2015;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-06-01;63;2015;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-06-01;6;2015;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-07-01;232;2015;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-07-01;6;2015;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-07-01;442;2015;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-07-01;22;2015;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-07-01;247;2015;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-07-01;8;2015;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-07-01;411;2015;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-07-01;28;2015;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-07-01;20;2015;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-07-01;0;2015;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-07-01;57;2015;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-07-01;4;2015;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-08-01;305;2015;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-08-01;8;2015;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-08-01;459;2015;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-08-01;18;2015;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-08-01;248;2015;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-08-01;13;2015;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-08-01;327;2015;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-08-01;19;2015;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-08-01;18;2015;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-08-01;1;2015;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-08-01;41;2015;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-08-01;2;2015;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-09-01;274;2015;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-09-01;14;2015;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-09-01;503;2015;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-09-01;18;2015;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-09-01;246;2015;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-09-01;21;2015;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-09-01;355;2015;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-09-01;32;2015;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-09-01;17;2015;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-09-01;0;2015;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-09-01;49;2015;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-09-01;8;2015;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-10-01;296;2015;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-10-01;6;2015;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-10-01;436;2015;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-10-01;19;2015;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-10-01;224;2015;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-10-01;16;2015;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-10-01;344;2015;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-10-01;21;2015;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-10-01;12;2015;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-10-01;3;2015;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-10-01;25;2015;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-10-01;3;2015;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-11-01;226;2015;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-11-01;10;2015;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-11-01;374;2015;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-11-01;16;2015;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-11-01;179;2015;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-11-01;21;2015;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-11-01;284;2015;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-11-01;15;2015;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-11-01;26;2015;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-11-01;0;2015;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-11-01;61;2015;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-11-01;6;2015;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2015-12-01;203;2015;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2015-12-01;1;2015;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2015-12-01;375;2015;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2015-12-01;12;2015;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2015-12-01;203;2015;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2015-12-01;6;2015;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2015-12-01;207;2015;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2015-12-01;9;2015;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2015-12-01;31;2015;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2015-12-01;1;2015;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2015-12-01;32;2015;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2015-12-01;1;2015;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-01-01;558;2016;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-01-01;8;2016;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-01-01;403;2016;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-01-01;35;2016;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-01-01;432;2016;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-01-01;34;2016;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-01-01;318;2016;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-01-01;25;2016;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-01-01;50;2016;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-01-01;3;2016;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-01-01;55;2016;1
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-01-01;4;2016;1
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-02-01;879;2016;2
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-02-01;7;2016;2
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-02-01;437;2016;2
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-02-01;15;2016;2
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-02-01;445;2016;2
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-02-01;18;2016;2
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-02-01;395;2016;2
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-02-01;11;2016;2
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-02-01;59;2016;2
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-02-01;3;2016;2
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-02-01;62;2016;2
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-02-01;4;2016;2
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-03-01;687;2016;3
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-03-01;8;2016;3
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-03-01;557;2016;3
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-03-01;14;2016;3
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-03-01;240;2016;3
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-03-01;10;2016;3
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-03-01;208;2016;3
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-03-01;19;2016;3
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-03-01;57;2016;3
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-03-01;1;2016;3
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-03-01;59;2016;3
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-03-01;3;2016;3
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-04-01;416;2016;4
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-04-01;6;2016;4
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-04-01;437;2016;4
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-04-01;27;2016;4
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-04-01;308;2016;4
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-04-01;17;2016;4
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-04-01;375;2016;4
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-04-01;23;2016;4
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-04-01;46;2016;4
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-04-01;0;2016;4
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-04-01;49;2016;4
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-04-01;6;2016;4
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-05-01;289;2016;5
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-05-01;11;2016;5
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-05-01;411;2016;5
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-05-01;16;2016;5
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-05-01;203;2016;5
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-05-01;7;2016;5
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-05-01;439;2016;5
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-05-01;27;2016;5
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-05-01;65;2016;5
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-05-01;1;2016;5
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-05-01;49;2016;5
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-05-01;1;2016;5
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-06-01;213;2016;6
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-06-01;7;2016;6
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-06-01;385;2016;6
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-06-01;16;2016;6
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-06-01;137;2016;6
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-06-01;10;2016;6
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-06-01;371;2016;6
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-06-01;21;2016;6
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-06-01;33;2016;6
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-06-01;1;2016;6
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-06-01;39;2016;6
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-06-01;3;2016;6
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-07-01;219;2016;7
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-07-01;10;2016;7
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-07-01;462;2016;7
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-07-01;12;2016;7
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-07-01;185;2016;7
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-07-01;17;2016;7
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-07-01;363;2016;7
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-07-01;11;2016;7
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-07-01;17;2016;7
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-07-01;1;2016;7
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-07-01;43;2016;7
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-07-01;4;2016;7
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-08-01;233;2016;8
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-08-01;6;2016;8
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-08-01;444;2016;8
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-08-01;33;2016;8
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-08-01;225;2016;8
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-08-01;12;2016;8
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-08-01;340;2016;8
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-08-01;20;2016;8
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-08-01;25;2016;8
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-08-01;0;2016;8
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-08-01;59;2016;8
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-08-01;6;2016;8
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-09-01;205;2016;9
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-09-01;5;2016;9
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-09-01;389;2016;9
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-09-01;19;2016;9
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-09-01;221;2016;9
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-09-01;21;2016;9
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-09-01;351;2016;9
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-09-01;3;2016;9
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-09-01;11;2016;9
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-09-01;0;2016;9
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-09-01;38;2016;9
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-09-01;8;2016;9
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-10-01;179;2016;10
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-10-01;4;2016;10
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-10-01;438;2016;10
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-10-01;12;2016;10
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-10-01;198;2016;10
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-10-01;16;2016;10
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-10-01;313;2016;10
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-10-01;20;2016;10
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-10-01;11;2016;10
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-10-01;0;2016;10
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-10-01;38;2016;10
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-10-01;8;2016;10
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-11-01;166;2016;11
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-11-01;5;2016;11
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-11-01;549;2016;11
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-11-01;18;2016;11
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-11-01;158;2016;11
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-11-01;16;2016;11
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-11-01;485;2016;11
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-11-01;33;2016;11
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-11-01;20;2016;11
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-11-01;1;2016;11
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-11-01;67;2016;11
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-11-01;0;2016;11
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2016-12-01;171;2016;12
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2016-12-01;4;2016;12
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2016-12-01;473;2016;12
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2016-12-01;22;2016;12
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2016-12-01;157;2016;12
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2016-12-01;9;2016;12
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2016-12-01;336;2016;12
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2016-12-01;12;2016;12
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2016-12-01;16;2016;12
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2016-12-01;1;2016;12
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2016-12-01;35;2016;12
"TOLHUIN";"EN LA PROVINCIA";"EXTRANJEROS";2016-12-01;6;2016;12
"RÍO GRANDE";"A LA PROVINCIA";"ARGENTINOS";2017-01-01;312;2017;1
"RÍO GRANDE";"A LA PROVINCIA";"EXTRANJEROS";2017-01-01;4;2017;1
"RÍO GRANDE";"EN LA PROVINCIA";"ARGENTINOS";2017-01-01;467;2017;1
"RÍO GRANDE";"EN LA PROVINCIA";"EXTRANJEROS";2017-01-01;20;2017;1
"USHUAIA";"A LA PROVINCIA";"ARGENTINOS";2017-01-01;374;2017;1
"USHUAIA";"A LA PROVINCIA";"EXTRANJEROS";2017-01-01;29;2017;1
"USHUAIA";"EN LA PROVINCIA";"ARGENTINOS";2017-01-01;515;2017;1
"USHUAIA";"EN LA PROVINCIA";"EXTRANJEROS";2017-01-01;38;2017;1
"TOLHUIN";"A LA PROVINCIA";"ARGENTINOS";2017-01-01;36;2017;1
"TOLHUIN";"A LA PROVINCIA";"EXTRANJEROS";2017-01-01;2;2017;1
"TOLHUIN";"EN LA PROVINCIA";"ARGENTINOS";2017-01-01;55;2017;1
